leftShoulder_x,leftShoulder_y,rightShoulder_x,rightShoulder_y,leftWrist_x,leftWrist_y,rightWrist_x,rightWrist_y,leftHip_x,leftHip_y,rightHip_x,rightHip_y,label
364.3884765,175.727292,326.3761461,176.3183432,373.932203,185.2837698,323.4011383,178.6130516,363.8825162,247.0583413,335.4197965,245.7915026,2
364.3884765,175.727292,326.3761461,176.3183432,373.932203,185.2837698,323.4011383,178.6130516,363.8825162,247.0583413,335.4197965,245.7915026,2
364.3884765,175.727292,326.3761461,176.3183432,373.932203,185.2837698,323.4011383,178.6130516,363.8825162,247.0583413,335.4197965,245.7915026,2
364.3884765,175.727292,326.3761461,176.3183432,373.932203,185.2837698,323.4011383,178.6130516,363.8825162,247.0583413,335.4197965,245.7915026,2
364.3884765,175.727292,326.3761461,176.3183432,373.932203,185.2837698,323.4011383,178.6130516,363.8825162,247.0583413,335.4197965,245.7915026,2
364.3884765,175.727292,326.3761461,176.3183432,373.932203,185.2837698,323.4011383,178.6130516,363.8825162,247.0583413,335.4197965,245.7915026,2
364.3884765,175.727292,326.3761461,176.3183432,373.932203,185.2837698,323.4011383,178.6130516,363.8825162,247.0583413,335.4197965,245.7915026,2
364.3884765,175.727292,326.3761461,176.3183432,373.932203,185.2837698,323.4011383,178.6130516,363.8825162,247.0583413,335.4197965,245.7915026,2
364.3884765,175.727292,326.3761461,176.3183432,373.932203,185.2837698,323.4011383,178.6130516,363.8825162,247.0583413,335.4197965,245.7915026,2
362.0437329,162.6694245,322.8066838,162.9341426,368.8924771,106.2623751,314.5676769,103.4312981,360.4767552,244.5454287,332.341002,246.0782267,0
361.3980621,161.7610291,319.7180815,157.4527449,359.9972076,94.58842562,315.1457233,95.3103078,358.4962668,245.3881465,332.0332835,245.6048332,0
356.9409763,156.3565296,317.7155804,160.9409369,355.2719111,92.58574585,315.1985391,95.78252877,355.6757363,241.2251701,332.0923739,243.8394042,0
355.3551807,159.8608702,319.3572916,159.0594276,355.2288057,95.78199745,315.4960334,96.26485877,355.0457021,243.3831766,330.6460157,244.4695116,0
359.0939975,161.9872395,317.9727814,161.6375352,354.7677058,96.4940232,316.0664399,95.96295153,355.0234093,244.0205666,330.0437211,245.0820323,0
359.2429353,158.4613569,322.7669863,162.9058212,355.3258853,93.06907412,315.9992935,94.33932863,355.7786754,246.4246439,329.5806639,244.5084709,0
358.6678602,159.4720556,319.7955243,158.4359825,355.7915537,95.12351264,315.4910662,92.9192983,356.0067809,246.4062816,324.5411747,243.0965975,0
358.4025986,160.2070479,320.0969492,159.1140437,354.58046,95.80672444,316.2001034,93.15653021,355.9228709,246.4083655,325.9312904,242.3434456,0
359.1835015,160.6611117,319.173288,160.0186854,354.8909062,94.03786948,317.592346,93.81323236,355.6495403,246.1353857,330.0446911,244.8371858,0
359.4548228,159.0760397,319.7108288,158.8381526,354.2248063,91.62082551,316.4105243,94.06213966,356.8454893,246.2576652,325.1344885,243.5539542,0
359.203113,158.1063259,322.7287372,162.9457386,361.6422931,99.28162395,317.3428271,96.65747774,356.967249,246.2486686,330.4713192,245.4450794,0
358.6397995,160.6038216,319.0431905,163.3674193,358.7628627,97.22094223,316.1375381,97.94730721,357.4630529,247.7656176,330.8075993,244.835768,0
361.4723656,163.5523316,318.2063339,163.5400687,362.1750596,99.90423239,311.3015947,103.9600559,358.1015581,247.6669274,331.4279546,248.9702876,0
361.7348173,174.9376593,318.6222475,175.7609018,444.8877069,156.7380137,247.1562069,171.2182425,356.5363502,253.9742281,328.3472576,253.2393945,1
359.5991193,175.5986129,317.4086613,175.4849637,438.8865683,156.921289,250.2854372,171.015905,356.1818178,252.8873199,328.123909,252.737218,1
359.0566549,174.850361,317.0719652,172.9639021,441.9511917,156.8395419,247.5186386,169.2265015,356.214189,251.0366318,328.522416,251.0810765,1
359.2627722,174.7844256,316.6913372,173.4769451,442.5817871,155.2218108,245.6921044,169.6771795,355.9137497,251.986942,328.0204983,249.4417725,1
359.2644367,175.3076282,316.2694821,172.9970844,443.1811909,152.1241618,246.476371,170.650057,355.9594468,252.5527026,328.3701559,250.6236526,1
359.9885542,174.4081409,316.6596549,174.3351842,444.2407525,155.2602695,242.262848,167.709074,356.3273201,252.8025974,328.0544625,250.6450065,1
360.6094828,174.927858,316.6211256,175.1309561,438.1162275,155.7491842,244.9961378,169.2963153,356.403768,252.8811168,327.8773679,253.0727356,1
360.2938905,175.0701514,317.3368153,174.7178452,444.2517697,154.8961159,243.0617814,167.8402842,356.1300814,253.2569507,328.7390474,251.2479522,1
359.9665059,174.8555541,316.689726,175.4616139,438.8621504,153.9418953,244.9667575,169.8653625,355.8337911,252.4869908,328.2156743,251.4960165,1
357.6226514,174.1075862,316.676129,181.6071625,442.7407813,151.6141858,297.5785055,252.7538065,354.5632336,252.8757588,326.3245762,252.9027417,4
359.8906535,175.4109134,315.359742,182.9971781,441.0757692,154.8607531,311.9407162,252.9036156,356.7056966,252.2372816,326.1771599,252.7951677,4
359.5877389,175.3039685,315.9088405,182.7728391,443.4265551,155.1185851,308.8935228,253.8807492,356.0546051,253.0988978,327.0310654,253.0972134,4
358.8889196,177.471042,315.3903772,183.9779716,437.8398222,155.9908054,307.5199714,254.1191988,357.3234664,251.6671553,326.2588494,252.7821849,4
360.491225,179.3146467,314.9379862,183.5248717,442.9627853,156.2742109,308.3341353,253.5261622,356.8933833,252.5205526,326.0950727,252.6949257,4
359.0959151,178.6901672,314.6879966,183.9581959,443.4776781,155.3321872,306.8791924,253.8007816,357.2725988,251.5463328,326.0551566,252.5395522,4
358.0062389,177.7271902,314.7456342,184.0210295,440.1295363,152.3309075,306.8025302,256.3058851,356.8896822,252.3224425,325.8681701,253.6137358,4
357.9235117,175.2781721,314.013319,183.0995861,440.6705864,153.2027738,306.3377267,254.6867242,355.7050306,251.4236018,324.5101432,252.5725765,4
359.5379899,175.1817373,312.2463011,182.1398448,442.7130493,150.4859229,305.2295623,254.0585214,356.7062544,250.452084,322.8825334,251.7800652,4
357.9986437,173.9629232,315.539801,181.8720386,440.6463112,153.7456024,307.7723073,254.2098791,355.65584,252.8446741,324.4570805,251.8557297,4
358.6215866,175.4758824,316.4719052,183.1344719,443.2678618,157.15827,308.0442741,254.0647249,355.7025938,252.9995492,326.0796247,253.0551117,4
356.6868881,178.5107937,314.5725206,184.9906126,439.4813207,204.1286578,306.4540895,256.107054,355.2930546,250.5340927,325.9978874,253.2712986,4
360.6183642,182.2059784,315.1658613,183.1619462,382.731411,255.4655732,309.6606648,257.2725411,356.7023235,252.520225,323.3278551,253.3716495,5
360.0190848,183.55662,314.4143807,184.0562062,369.8321847,256.2020332,306.009995,259.3750913,356.7307237,253.432231,323.2800222,253.7602492,5
359.8999944,182.2853696,313.5246597,183.8968959,372.4582888,259.8657356,305.7241565,258.4717992,353.5238744,254.7600067,323.0279545,254.8818118,5
359.5555602,182.2601897,312.7199117,183.5568141,373.8296388,259.9355015,305.8458382,260.1540163,353.7195053,253.6567125,322.6793725,255.1769823,5
358.5661215,183.6472814,314.3393412,184.7946254,372.7351261,256.1274308,305.3047872,259.9421927,355.0784263,254.2412204,322.3600945,256.248368,5
358.1751019,182.2178495,313.9402426,183.723577,369.9603204,258.1775704,304.3856479,255.2395101,353.3480604,254.5690039,320.9573364,254.7348445,5
359.2325027,181.9220572,314.7971261,182.760246,370.5171842,259.1773916,304.7863152,255.4423178,353.3254084,253.4470139,322.4682352,254.3009213,5
361.0178017,179.5213596,314.9137794,181.2023344,374.0467369,252.9559246,305.5750631,256.6357662,357.9723774,250.6544949,324.2126923,252.1131981,5
362.2063023,182.6608859,317.2663896,183.8500436,371.5656861,253.8957685,308.2117914,260.0695091,358.8372957,253.7685301,327.3525736,254.0338312,5
362.0523158,186.4319391,315.6110265,188.0192153,376.5312602,254.0211501,309.4100824,262.2770304,358.8874005,256.4111209,325.5661394,254.8437323,5
362.3956935,183.2914355,319.2105435,184.1643298,376.4608557,252.6470902,298.9756199,256.0944704,358.0695245,255.127343,327.8718593,254.4329615,5
362.1363819,184.9774075,320.252486,182.6670862,375.5295923,254.5398648,249.0842827,201.7793164,357.2904363,256.9046738,329.4378339,255.8780638,3
358.2205369,182.6242469,313.5169441,179.9108196,368.4430038,260.4077858,243.5783369,155.3672169,353.5764813,254.9541208,324.8156545,255.2288073,3
355.257552,183.0424401,313.9230014,175.2366037,368.5710079,253.7242543,244.4075019,160.9758194,350.2699692,251.1720251,319.200884,255.0062945,3
355.1215318,175.285684,313.0861207,170.0325001,367.9857386,249.7749287,240.2385768,161.8878279,350.1629766,247.9789974,320.9856734,248.6280603,3
357.4201212,176.1866684,313.894742,169.9135715,370.1720671,247.144245,239.1096337,161.2005697,351.5586074,247.7723258,323.5787554,247.1296518,3
354.6395512,174.8452815,313.7937833,168.3748994,366.4761902,248.9477516,236.0670806,157.9549157,350.1209547,244.4169513,322.1402238,246.0968682,3
352.4860376,175.8578756,308.9007858,169.6599067,362.3500176,247.6807702,234.1569483,160.8233681,348.1921396,246.4983006,318.9877483,250.3702479,3
351.1872278,180.4386431,309.8818608,173.3728402,361.4877478,254.4170084,242.4621987,164.6190922,346.9690742,249.9176431,317.1023018,249.2040287,3
351.3854923,180.2183978,309.8062654,172.6600274,364.6656488,254.3642524,238.6761564,163.8975144,347.4787669,251.3965743,316.5381832,249.188426,3
358.8773595,173.6937746,313.6286721,172.2666569,368.3119002,252.1511905,233.3353061,156.7462401,354.1073276,248.3367988,321.9390512,250.8711575,3
368.0795303,173.6576384,323.7794748,169.5237815,378.8681888,252.499508,245.3353916,157.9090636,363.6170056,247.9802865,333.0078434,248.2169111,3
369.390025,172.1360036,327.6317448,164.7927059,384.364624,246.7998328,258.3076918,156.7141524,363.9612814,246.1989355,334.3523775,246.0236938,3
368.5777256,170.4695374,322.9289499,164.008271,380.2192551,246.5014067,255.019849,155.6975328,362.8244293,246.0159331,332.78822,243.9919871,3
369.0472422,165.8823937,325.4067998,158.0530811,382.1020604,245.0660928,249.3731275,147.3969554,365.2361906,242.3743874,332.4262151,239.8243717,3
369.9059673,161.50911,325.2484545,154.1710854,383.3336245,242.1642824,243.2113276,143.9414673,365.5493694,237.6591616,332.8290017,239.078635,3
378.0050611,157.8970105,331.0700263,152.0786284,391.4160135,243.7072335,253.1523877,140.315613,373.156684,240.8316131,339.6093726,240.5422961,3
377.5437308,148.724202,333.7032218,148.5732414,385.6106919,143.0038652,329.4478391,155.8535252,373.9686736,232.6230354,337.7894706,233.6367372,2
373.1597934,151.1860792,327.0095946,148.1385756,379.0181401,159.4152764,328.1634666,155.0328372,372.965975,236.1740383,337.7421858,235.977109,2
367.440107,148.3515708,319.4259321,145.8337255,366.7861972,142.8281275,323.9309254,148.6396938,363.2389034,232.9256793,328.9980718,234.2946204,2
367.0044466,148.828914,318.7770271,144.2581507,369.1747584,146.3560444,311.0813819,147.0908315,359.6420814,235.880446,327.4780546,235.9959179,2
367.110304,147.5500394,317.9441942,144.5661114,369.8188635,142.4772754,318.8021624,145.2117581,361.3825017,237.1827351,328.3520744,237.5839933,2
363.2034644,145.904202,314.4817382,145.0247848,371.5703015,145.7287523,317.2846664,149.0756774,359.847461,233.3844609,323.5185861,236.8525756,2
360.2230719,155.0942181,312.6963326,154.4288732,359.5970513,149.9062514,306.8344786,155.5603464,356.8103529,242.1123784,321.7635713,242.8418269,2
354.9843782,154.2597561,307.9287223,152.5592427,361.1893727,153.1827795,312.8863709,153.5136055,351.9904779,242.1757652,317.8791353,244.3695414,2
348.6863319,154.3206907,302.0976848,151.7721725,352.8861259,148.4717526,306.3931983,154.6293466,346.531239,239.9056441,314.2877154,239.7275203,2
353.6879722,146.9052948,305.7065451,144.9958324,358.8077221,148.6390947,310.7184542,146.4749841,349.0364603,232.1757422,314.7331539,233.2087065,2
350.6192728,150.6182611,301.3894514,148.8836971,357.0343121,144.6148895,306.9592362,147.4555797,345.3446273,233.5578836,312.7891336,235.9370038,2
351.0879697,140.4539406,302.3468191,138.4575766,355.264554,119.2788277,302.9453599,118.6143745,347.3287038,234.3028785,315.2535355,234.2369031,2
351.7366081,143.3023823,305.6817637,143.4121478,360.6096477,72.79510724,296.8815586,71.6525475,350.5199872,236.8993955,314.6009443,236.9009453,0
346.4022311,137.8631153,305.4875716,137.2677128,353.0267286,58.34001731,299.1877754,58.30106288,349.4517876,241.5367812,314.0191901,240.6598552,0
347.6272241,140.1071667,309.1226534,140.0788734,353.4606413,57.14035228,301.3157743,59.75812077,350.1310918,241.928872,315.4284224,242.2261357,0
349.9372092,140.8728853,308.2282304,140.0919811,352.5159694,59.37458934,301.2102654,59.42731926,349.7892465,243.4691315,314.8469083,243.1137109,0
350.2943379,142.0281782,307.3642985,139.5360586,353.9851444,58.47477645,300.7343108,56.88327878,349.4413268,242.9789953,314.2731629,242.7326425,0
350.0170559,141.4996751,304.9277876,140.0290004,351.6599557,62.47433652,300.8551845,60.31400652,350.9294902,244.6072452,310.7690054,244.1840509,0
346.8383997,143.0948924,303.8292907,143.0756848,347.1931002,59.89057319,295.5238513,60.2823947,345.742869,244.5587494,309.2574133,243.3824467,0
343.2527182,141.9929222,298.6801037,143.0477496,344.3596207,60.08645733,292.2317507,59.28373631,343.9602343,244.4776336,308.7338136,243.8473014,0
341.6444769,142.8138188,301.3588648,146.8095537,343.722863,61.56960969,289.3422445,60.31845641,341.9078471,246.6076318,305.1378883,245.4672148,0
340.081142,143.5329026,295.9365782,142.82643,345.3784238,61.59719818,291.8355769,58.93189122,340.9770898,245.7265405,305.0915171,244.3780227,0
342.0141139,139.9269569,296.8884364,138.6695062,342.8522587,60.35986128,290.398482,56.64259284,341.9267179,243.3008264,305.335016,241.848832,0
339.9870501,143.5548152,298.2706436,141.3595162,342.7206291,63.4158451,288.1511545,60.87481831,341.841609,246.5577269,302.1658378,244.78917,0
341.166147,153.1329075,299.8543174,156.8086859,342.6324868,70.57261816,288.0050828,75.79538809,342.0796505,253.3721693,307.8664655,254.5143227,0
349.0078461,172.9245158,298.5543385,168.1859263,354.432256,155.9503577,272.4685977,152.8592253,345.2608197,263.4244661,311.652751,265.5634019,2
347.2653754,174.7992729,297.5004975,170.0841317,364.6440088,162.1637815,287.9488456,154.7591557,342.1415267,264.5387548,309.119336,263.1036519,2
343.7273934,174.320035,292.8789415,171.7297178,365.8998265,155.5303126,273.2120103,156.7016708,339.646071,266.3189457,303.2060109,267.3953018,2
345.9289098,176.3144075,294.1549234,174.8799153,362.3850717,161.5584021,279.6877758,162.7400227,338.1552524,267.0616807,304.7546194,269.4620691,2
342.44718,177.1031359,293.8392733,175.1347212,353.6230577,164.1005491,282.4569225,158.5918752,338.6926384,265.6370394,306.4232261,267.5442886,2
341.3761417,175.9546014,294.1817316,174.5420305,352.9787748,164.0260681,278.815539,164.849148,338.4918531,266.8896494,303.4644066,270.3399725,2
342.0545174,175.0390716,293.3100783,174.189343,352.2425801,165.0752116,277.8998429,164.0272106,337.905295,265.4714355,303.3478121,268.7592352,2
339.4288661,175.8917215,289.2350608,173.3768115,353.8257578,164.1066863,280.7219109,167.1555172,337.0843482,264.4306362,302.1868723,266.6139039,2
339.3163424,177.2551539,288.7415689,174.3850471,356.0113988,165.0177579,274.8357354,162.2300833,336.8523625,264.4528643,299.3898451,269.1223429,2
341.2674391,177.4806122,293.2874625,181.2097617,349.2831204,166.9078741,282.372774,201.7240545,334.6972488,265.3501963,300.3110084,266.9630342,2
336.0648918,179.8821823,288.5921475,184.3680458,376.3778373,161.9758726,278.2582338,276.6819734,335.2949695,264.6258327,299.7378545,268.2198264,4
333.4661457,174.5366017,285.4940743,182.9855279,415.3111773,149.5277263,278.8248057,272.3949818,337.3772899,261.4281783,303.9035574,268.4081767,4
354.8538653,179.6292815,306.9061154,183.8812809,448.7482191,159.363973,301.2170508,271.9927788,356.6099718,266.2729322,319.9161446,268.2313288,4
381.8826793,179.5933578,333.4523292,185.8171129,476.9570571,161.5308133,329.4448387,271.8427393,385.5815334,269.1063828,348.5924001,269.2682323,4
399.42763,179.1687093,349.8671487,183.8497683,491.4045925,164.0806402,342.5708608,272.1393043,396.0075426,268.95344,362.7870265,270.1243932,4
398.9804822,179.5454175,351.2403231,183.6961862,488.8569186,171.6070371,345.151095,270.2772751,397.2139985,269.1769787,363.021273,270.522304,4
398.9049992,180.5197017,350.1322669,186.6874032,492.8426965,172.1314451,345.9416686,270.4186462,398.7737948,270.717914,363.0564077,271.0970882,4
398.2063038,178.4774577,349.7258562,186.1617663,483.1457577,168.5724684,343.9066304,271.6310412,397.7555071,271.0197547,364.1065109,270.9320543,4
396.1929133,180.8660352,349.757297,185.5750378,495.5731423,166.7964681,345.3965921,271.0384163,398.3755792,270.4549143,364.1003727,273.0561237,4
396.0985804,181.3172096,349.1435013,186.3011559,490.7100018,171.0948465,345.9965822,272.6885104,398.2702121,270.3855401,362.7644836,270.3737471,4
395.7507303,180.6924713,351.1078729,185.2324251,492.4262969,162.8475473,346.2761154,270.8187444,400.4341894,269.6753173,364.5610896,271.8215839,4
395.8328447,180.9540192,349.521211,185.9886088,492.2717189,162.9685179,346.4804951,270.1206282,399.7676118,270.1138077,363.1878224,269.1037113,4
397.06114,181.7002722,350.5679558,186.3386326,495.9654682,167.017079,346.7189175,269.5200338,399.9627466,269.6380483,365.3748094,269.1318914,4
398.146439,180.5886305,350.4287995,188.4506426,496.8584135,165.8899477,344.830437,273.4249171,398.9840093,270.7171739,365.2091751,269.8530288,4
397.6469189,180.6844716,350.0704855,186.9098982,496.4195061,166.0885702,346.3497227,269.6913516,399.44956,270.7141774,365.0189532,268.2589564,4
398.7451775,180.4181441,348.2441661,186.4827857,490.3927347,195.7944242,346.8558353,270.1115216,399.1472451,266.8024187,364.9902531,270.2370084,4
403.8466361,182.2255289,351.4882589,184.7619534,429.1390109,263.8149245,347.1237078,268.423184,401.9645992,268.9852151,365.5512246,270.4051905,5
406.3122636,183.4917463,354.4511455,183.7016,418.0315063,269.3192851,347.1627364,267.0821563,401.1812501,267.712482,364.6446934,267.3996294,5
404.9822873,183.8269841,352.5989801,183.6340508,414.9125544,270.2062782,345.344745,268.393927,399.3015172,271.1247793,361.7159726,269.5245844,5
404.1923617,183.2805043,352.7827808,184.1107526,422.6451557,269.4135698,345.0364755,270.3397161,398.4606047,271.3636833,361.1847372,268.9849666,5
404.2119841,183.5329765,352.5842536,184.028405,418.3612456,270.7429427,344.3508622,269.3127001,399.1062616,271.8411765,360.8337132,269.7504598,5
403.4832735,184.5206476,352.2569865,185.5149978,419.9470865,268.4467885,345.6856924,271.6360895,400.2631645,269.9681201,362.0691352,266.7182874,5
405.8773731,185.1123042,354.293184,183.4980282,416.9133577,270.4907701,340.0179453,268.8415008,398.3109832,269.9007247,358.5137431,268.7474768,5
391.9346124,184.3909891,339.780177,183.1338578,402.1556118,268.8643586,328.3850127,268.038473,384.2002657,269.1735658,345.8758581,267.8677717,5
353.4772457,186.2390138,302.7255225,184.5863756,364.6361316,273.4331491,286.8138549,273.3144403,345.6780664,273.5447203,306.4406891,272.4443344,5
329.0886101,182.889637,277.2257767,182.6005699,338.9070291,271.0350259,266.0666518,272.2432375,322.3262171,268.2196543,287.815356,267.4221005,5
329.7259791,184.7773436,276.8176675,182.1068929,334.2586215,267.8105074,262.6819243,262.7414904,315.0567358,269.7011432,281.90621,268.2210113,5
318.8445679,188.8235167,269.8870228,179.623019,328.5232896,269.7109014,189.8288586,156.1252435,309.4931498,268.8684424,274.8941097,268.8433028,3
313.4078695,184.5098676,267.4524659,177.8541181,325.7822682,268.2426133,183.0919716,153.6740812,305.2752801,265.0578109,271.6813517,266.8973949,3
306.7978749,186.2843184,259.3040252,179.5682299,317.8754925,267.2337051,180.8177737,162.7587116,297.3039341,268.9277375,265.436938,267.4508235,3
303.6129722,185.149636,255.6616654,178.9942449,313.6149662,269.0015741,178.6550195,163.704644,295.9677934,267.4432381,260.8213924,265.5972464,3
300.1966682,186.3293186,253.2509981,180.2044525,311.4779422,272.1365863,169.5637278,164.7380334,292.5519205,269.2308179,258.4183376,267.3917487,3
294.8034388,185.2787493,246.2366436,179.3389089,307.0935541,266.3415859,168.5765136,162.4359631,288.4392881,267.5680912,254.4438275,267.1250351,3
294.7193359,184.9134499,244.2164831,178.7438796,307.830609,268.4456359,163.5842274,161.2675503,290.0970854,267.0676616,256.9564776,265.8007277,3
297.1031741,184.2676569,248.5734281,179.6244463,310.6780987,266.7251989,167.2395853,161.5699986,291.9031543,265.5101833,258.5780453,265.0088701,3
297.1967556,185.2367932,251.1113301,179.3637864,308.9658218,267.9585539,170.6819493,160.9071132,290.6620945,266.1464933,259.1029847,264.4540354,3
298.9070513,184.9527,252.1150586,179.1774996,309.6491378,271.4532371,167.9879775,158.2644532,291.7783912,267.5833334,259.3885483,264.7895432,3
298.9498733,185.2411226,252.3571073,179.6297184,311.0518845,269.8505368,167.1990996,158.9759864,292.184105,266.905089,259.5319818,264.2549691,3
298.376381,185.4416594,252.6814335,179.5860966,309.845846,270.3411433,167.5935525,158.7695209,291.7670755,267.1561792,257.6189259,265.6508803,3
299.5683445,186.7785828,253.4144802,179.7609468,313.5604834,268.5357418,171.9331521,160.9452223,292.2336071,267.2504321,258.4752972,266.5511524,3
298.608194,185.1818384,250.7773459,178.5225639,309.9588842,272.9800241,167.160201,161.8860892,291.6149523,267.3944057,259.3259115,265.0892962,3
299.0688378,185.9965252,252.1176914,179.300825,310.3710754,270.3371618,167.933448,161.6187722,291.8710648,268.1173712,260.0866988,266.3145718,3
299.1132836,185.5816183,252.1964754,179.5093791,309.7529978,272.4847102,166.647308,165.8284146,292.2559269,268.2948347,260.2599779,266.4585776,3
299.5569947,187.0158138,252.5451617,182.0957352,312.8298068,271.5924785,165.9678797,169.4138764,293.2994292,268.1262753,260.2699475,266.1240501,3
295.4429841,173.3076616,249.3783073,173.5121121,299.6672022,102.5391719,232.20476,99.49607801,294.1780283,265.2963595,261.6011161,268.9246622,0
293.7557333,169.0531218,252.9059175,164.6485614,297.56306,90.77722174,242.5983458,91.81078534,294.0242896,262.768183,259.8803566,262.4445748,0
293.9813208,167.0145957,253.1936641,166.6437297,297.7648116,90.17247142,242.7433574,87.59193275,294.2605215,262.7090536,264.606021,264.4659111,0
296.2412615,166.2860217,252.551579,163.9227882,297.6411638,90.74756243,244.3138834,87.82670648,295.22798,263.577793,259.9330426,263.3226942,0
295.6785381,164.4596956,253.0605602,163.3587953,295.011104,83.57901575,245.1272431,88.33527708,294.4641918,263.8084637,259.1949347,262.5258786,0
295.9252221,167.0701808,252.5808171,165.3839679,294.1007506,84.46835088,244.1237715,88.26809712,293.9092936,264.1646893,259.2808709,264.4308143,0
295.4225421,163.2494024,257.7859434,164.6534855,292.4165824,85.22346545,246.7258059,87.1653183,293.6236881,265.413118,262.8512004,264.5592407,0
293.4938428,166.5238711,255.8422447,165.408211,292.4603262,91.34158919,243.6135113,86.49251797,291.3099272,263.4807979,259.4380832,264.7647959,0
297.3008157,166.7325365,255.5132102,165.3574312,292.4050224,86.90983972,245.3540121,92.30008438,295.2734009,263.9259762,259.941735,264.0717959,0
294.9430989,172.0941233,255.0807245,164.4512381,293.8377903,93.03826749,245.5406223,89.80099281,294.0350684,264.4229241,260.6937653,265.2538685,0
293.7530498,168.8654358,253.1304551,166.2592469,291.4308251,90.37122698,242.7258149,88.97676367,292.2572536,263.2357978,262.5458082,265.6846551,0
