0.10125,0.04125,0.68625,0.135,0.6875,0.0575,0.04875,0.02375,0.035,-0.00375,-0.00375,0.0275,4
0.78875,0.51625,0.67875,0.51625,0.8125,0.5625,0.79625,0.5525,0.65625,0.00375,-0.02375,0.0075,4
0.07875,0.05375,0.4925,0.27,0.7,0.06125,0.02875,0.02375,0.0025,0,-0.01,0.00875,4
0.0725,0.045,0.69625,0.36125,0.80625,0.5875,0.05125,0.02125,0.02,0,0.01375,0.01,1
0.0975,0.05375,0.695,0.355,0.7925,0.50125,0.03125,0.02375,0.00625,0.0025,0.01125,0.00875,1
0.0825,0.05125,0.69375,0.36,0.815,0.4825,0.0275,0.02375,0,0.00125,-0.01375,0.00875,1
0.1025,0.04375,0.705,0.27375,0.78375,0.485,0.04375,0.02125,0.0325,0.0025,0.0075,0.00875,1
0.07875,0.0425,0.69875,0.355,0.795,0.5025,0.0525,0.02,-0.00625,0.00375,0.01625,0.01125,1
0.08,0.04875,0.675,0.0575,0.8,0.50625,0.0475,0.01875,0.02,0.00375,0.01,0.01,1
0.07125,0.05375,0.68375,0.1225,0.75,0.09375,0.05375,0.0225,0.035,0,0.01875,0.0125,1
0.7825,0.51125,0.68375,0.16875,0.69625,0.05875,0.02375,0.0275,0.00125,0,-0.015,0.00375,1
0.64375,0.0425,0.6825,0.14625,0.6625,0.0575,0.79125,0.575,0.66625,0,0.7475,0.00625,1
0.78875,0.49875,0.6975,0.37625,0.7925,0.5025,0.79,0.575,0.4625,-0.00875,-0.00375,0.005,1
0.1,0.04625,0.685,0.4225,0.4925,0.01625,0.04625,0.02,0.0175,0.00375,0.01375,0.00875,1
0.10375,0.04625,0.68375,0.14625,0.695,0.05625,0.0275,0.0225,0.015,0.00375,0.0025,0.01,4
0.78625,0.52,0.45875,0.04,0.795,0.5025,0.78125,0.55625,0.465,-0.00875,0.00125,-0.00125,4
0.09625,0.04375,0.0575,0.045,0.45875,0.0175,0.03,0.02125,-0.00125,0.0025,-0.0025,0.0075,4
0.68,0.06625,0.46375,0.03875,0.645,0.05875,0.7925,0.57625,0.7025,0.00625,-0.0125,0.015,3
0.10375,0.0475,0.5575,0.0525,0.47,0.015,0.29375,0.01875,0.44125,-0.015,0.00125,0.00625,3
0.0775,0.04125,0.67375,0.13875,0.5,0.0225,0.02625,0.0225,0,0.00125,0.005,0.005,3
0.1075,0.03625,0.69,0.1275,0.4575,0.0175,0.79,0.57625,0.45,-0.01125,0.01,0.01125,3
0.78375,0.525,0.69125,0.35,0.68625,0.05375,0.79,0.575,0.66625,0.0025,-0.02375,0.00375,3
0.075,0.0525,0.70375,0.1525,0.685,0.06375,0.02625,0.02125,-0.00125,0.005,-0.00625,0.015,3
0.78625,0.52625,0.68125,0.35125,0.69125,0.06,0.04875,0.02875,0.02375,0.0025,-0.02375,0.00125,3
0.10125,0.04875,0.69,0.22875,0.69125,0.06,0.7925,0.57875,0.03375,-0.0025,0.005,0.00375,3
0.77125,0.49125,0.69375,0.5525,0.75,0.09125,0.0425,0.0225,0.0325,0.005,0.00375,0.0075,3
0.0775,0.055,0.4025,0.49875,0.78875,0.6025,0.0475,0.02,0,0,0.0125,0.015,3
0.78875,0.51625,0.35125,0.485,0.77375,0.08125,0.7975,0.5575,0.64375,0.005,0.73125,0.00875,3
